test,condition,hours,rms
3rd_test,accel_full,30.25,0.65171068
3rd_test,accel_full,30.5833,0.65052208
3rd_test,accel_full,30.9167,0.65371458
3rd_test,accel_full,31.25,0.66020937
3rd_test,accel_full,31.5833,0.64429338
3rd_test,accel_full,31.9167,0.62641094
3rd_test,accel_full,32.25,0.64818667
3rd_test,accel_full,32.5833,0.63443805
3rd_test,accel_full,32.9167,0.64412612
3rd_test,accel_full,33.25,0.65119629
3rd_test,accel_full,33.5833,0.64130801
3rd_test,accel_full,33.9167,0.65164321
3rd_test,accel_full,34.25,0.63627667
3rd_test,accel_full,34.5833,0.65697094
3rd_test,accel_full,34.9167,0.65014253
3rd_test,accel_full,35.25,0.64961164
3rd_test,accel_full,35.5833,0.6427434
3rd_test,accel_full,35.9167,0.64426553
3rd_test,accel_full,36.25,0.64972658
3rd_test,accel_full,36.5833,0.6611175
3rd_test,accel_full,36.9167,0.62815597
3rd_test,accel_full,37.25,0.64899374
3rd_test,accel_full,37.5833,0.64156812
3rd_test,accel_full,37.9167,0.64840368
3rd_test,accel_full,38.25,0.62155641
3rd_test,accel_full,38.5833,0.6573285
3rd_test,accel_full,38.9167,0.65077006
3rd_test,accel_full,39.25,0.66898264
3rd_test,accel_full,39.5833,0.63204939
3rd_test,accel_full,39.9167,0.66106987
3rd_test,accel_full,40.25,0.64492526
3rd_test,accel_full,40.5833,0.64322064
3rd_test,accel_full,40.9167,0.6459487
3rd_test,accel_full,41.25,0.64951801
3rd_test,accel_full,41.5833,0.64045943
3rd_test,accel_full,41.9167,0.64178134
3rd_test,accel_full,42.25,0.62574613
3rd_test,accel_full,42.5833,0.63920672
3rd_test,accel_full,42.9167,0.62017047
3rd_test,accel_full,43.25,0.63353088
3rd_test,accel_full,43.5833,0.65737005
3rd_test,accel_full,43.9167,0.6164778
3rd_test,accel_full,44.25,0.61667783
3rd_test,accel_full,44.5833,0.63587143
3rd_test,accel_full,44.9167,0.63690387
3rd_test,accel_full,45.25,0.63444469
3rd_test,accel_full,45.5833,0.65380715
3rd_test,accel_full,45.9167,0.64149443
3rd_test,accel_full,46.25,0.62170524
3rd_test,accel_full,46.5833,0.62816217
3rd_test,accel_full,46.9167,0.62591859
3rd_test,accel_full,47.25,0.63357159
3rd_test,accel_full,47.5833,0.6392316
3rd_test,accel_full,47.9167,0.65681446
3rd_test,accel_full,48.25,0.652237
3rd_test,accel_full,48.5833,0.62981858
3rd_test,accel_full,48.9167,0.66182641
3rd_test,accel_full,49.25,0.63835708
3rd_test,accel_full,49.5833,0.63481877
3rd_test,accel_full,49.9167,0.64229301
3rd_test,accel_full,50.25,0.6296922
3rd_test,accel_full,50.5833,0.6378728
3rd_test,accel_full,50.9167,0.64685582
3rd_test,accel_full,51.25,0.63206882
3rd_test,accel_full,51.5833,0.63013602
3rd_test,accel_full,51.9167,0.63381804
3rd_test,accel_full,52.25,0.65025987
3rd_test,accel_full,52.5833,0.63915465
3rd_test,accel_full,52.9167,0.6424835
3rd_test,accel_full,53.25,0.62608966
3rd_test,accel_full,53.5833,0.65729076
3rd_test,accel_full,53.9167,0.63669167
3rd_test,accel_full,54.25,0.66129909
3rd_test,accel_full,54.5833,0.62542775
3rd_test,accel_full,54.9167,0.63513741
3rd_test,accel_full,55.25,0.6448295
3rd_test,accel_full,55.5833,0.65070345
3rd_test,accel_full,55.9167,0.65504955
3rd_test,accel_full,56.25,0.63891857
3rd_test,accel_full,56.5833,0.64891863
3rd_test,accel_full,56.9167,0.62432415
3rd_test,accel_full,57.25,0.63371954
3rd_test,accel_full,57.5833,0.65768139
3rd_test,accel_full,57.9167,0.65299845
3rd_test,accel_full,58.25,0.63994358
3rd_test,accel_full,58.5833,0.62637939
3rd_test,accel_full,58.9167,0.63478454
3rd_test,accel_full,59.25,0.65040118
3rd_test,accel_full,59.5833,0.6301609
3rd_test,accel_full,59.9167,0.63312769
3rd_test,accel_full,60.25,0.64117065
3rd_test,accel_full,60.5833,0.63018079
3rd_test,accel_full,60.9167,0.63935545
3rd_test,accel_full,61.25,0.63733036
3rd_test,accel_full,61.5833,0.62842399
3rd_test,accel_full,61.9167,0.64616792
3rd_test,accel_full,62.25,0.63225015
3rd_test,accel_full,62.5833,0.65520579
3rd_test,accel_full,62.9167,0.62666114
3rd_test,accel_full,63.25,0.64643868
3rd_test,accel_full,63.5833,0.64405464
3rd_test,accel_full,63.9167,0.61873767
3rd_test,accel_full,64.25,0.63444558
3rd_test,accel_full,64.5833,0.62597422
3rd_test,accel_full,64.9167,0.643942
3rd_test,accel_full,65.25,0.64952193
3rd_test,accel_full,65.5833,0.63803284
3rd_test,accel_full,65.9167,0.64293439
3rd_test,accel_full,66.25,0.66337493
3rd_test,accel_full,66.5833,0.63268538
3rd_test,accel_full,66.9167,0.62489261
3rd_test,accel_full,67.25,0.62805196
3rd_test,accel_full,67.5833,0.6272079
3rd_test,accel_full,67.9167,0.66660724
3rd_test,accel_full,68.25,0.64902773
3rd_test,accel_full,68.5833,0.63093321
3rd_test,accel_full,68.9167,0.64460137
3rd_test,accel_full,69.25,0.62994107
3rd_test,accel_full,69.5833,0.64246716
3rd_test,accel_full,69.9167,0.63135823
3rd_test,accel_full,70.25,0.62623024
3rd_test,accel_full,70.5833,0.64393119
3rd_test,accel_full,70.9167,0.63105913
3rd_test,accel_full,71.25,0.64518205
3rd_test,accel_full,71.5833,0.6381623
3rd_test,accel_full,71.9167,0.63583331
3rd_test,accel_full,72.25,0.63578184
3rd_test,accel_full,72.5833,0.64664152
3rd_test,accel_full,72.9167,0.64981986
3rd_test,accel_full,73.25,0.63986173
3rd_test,accel_full,73.5833,0.65343529
3rd_test,accel_full,73.9167,0.63682446
3rd_test,accel_full,74.25,0.6387667
3rd_test,accel_full,74.5833,0.64207791
3rd_test,accel_full,74.9167,0.6358052
3rd_test,accel_full,75.25,0.65463465
3rd_test,accel_full,75.5833,0.63677151
3rd_test,accel_full,75.9167,0.66053833
3rd_test,accel_full,76.25,0.64592191
3rd_test,accel_full,76.5833,0.67497212
3rd_test,accel_full,76.9167,0.65065352
3rd_test,accel_full,77.25,0.63971364
3rd_test,accel_full,77.5833,0.65622712
3rd_test,accel_full,77.9167,0.62178975
3rd_test,accel_full,78.25,0.64943131
3rd_test,accel_full,78.5833,0.62388648
3rd_test,accel_full,78.9167,0.63924095
3rd_test,accel_full,79.25,0.64018432
3rd_test,accel_full,79.5833,0.65560957
3rd_test,accel_full,79.9167,0.63290061
3rd_test,accel_full,80.25,0.63745767
3rd_test,accel_full,80.5833,0.66686701
3rd_test,accel_full,80.9167,0.64545754
3rd_test,accel_full,81.25,0.63504108
3rd_test,accel_full,81.5833,0.64049222
3rd_test,accel_full,81.9167,0.64119044
3rd_test,accel_full,82.25,0.64911971
3rd_test,accel_full,82.5833,0.63323891
3rd_test,accel_full,82.9167,0.62926339
3rd_test,accel_full,83.25,0.66023623
3rd_test,accel_full,83.5833,0.63447056
3rd_test,accel_full,83.9167,0.63156896
3rd_test,accel_full,84.25,0.63388703
3rd_test,accel_full,84.5833,0.62898479
3rd_test,accel_full,84.9167,0.63407109
3rd_test,accel_full,85.25,0.64126222
3rd_test,accel_full,85.5833,0.64406103
3rd_test,accel_full,85.9167,0.64430771
3rd_test,accel_full,86.25,0.65185123
3rd_test,accel_full,86.5833,0.64955437
3rd_test,accel_full,86.9167,0.64558085
3rd_test,accel_full,87.25,0.63008093
3rd_test,accel_full,87.5833,0.64852091
3rd_test,accel_full,87.9167,0.6363139
3rd_test,accel_full,88.25,0.64303019
3rd_test,accel_full,88.5833,0.64560919
3rd_test,accel_full,88.9167,0.64099859
3rd_test,accel_full,89.25,0.64175321
3rd_test,accel_full,89.5833,0.63833841
3rd_test,accel_full,89.9167,0.62818909
3rd_test,accel_full,90.25,0.63756417
3rd_test,accel_full,90.5833,0.62740272
3rd_test,accel_full,90.9167,0.6694693
3rd_test,accel_full,91.25,0.64110346
3rd_test,accel_full,91.5833,0.6310414
3rd_test,accel_full,91.9167,0.65139492
3rd_test,accel_full,92.25,0.63153113
3rd_test,accel_full,92.5833,0.63288054
3rd_test,accel_full,92.9167,0.64387708
3rd_test,accel_full,93.25,0.66783863
3rd_test,accel_full,93.5833,0.64165399
3rd_test,accel_full,93.9167,0.65594617
3rd_test,accel_full,94.25,0.62800659
3rd_test,accel_full,94.5833,0.66893217
3rd_test,accel_full,94.9167,0.63997328
3rd_test,accel_full,95.25,0.64653328
3rd_test,accel_full,95.5833,0.66102869
3rd_test,accel_full,95.9167,0.65653238
3rd_test,accel_full,96.25,0.67027268
3rd_test,accel_full,96.5833,0.6407013
3rd_test,accel_full,96.9167,0.64097603
3rd_test,accel_full,97.25,0.65341738
3rd_test,accel_full,97.5833,0.64429505
3rd_test,accel_full,97.9167,0.66296284
3rd_test,accel_full,98.25,0.65069805
3rd_test,accel_full,98.5833,0.66120659
3rd_test,accel_full,98.9167,0.65707407
3rd_test,accel_full,99.25,0.64945572
3rd_test,accel_full,99.5833,0.65417569
3rd_test,accel_full,99.9167,0.63647098
3rd_test,accel_full,100.25,0.65381611
3rd_test,accel_full,100.5833,0.64908951
3rd_test,accel_full,100.9167,0.66642312
3rd_test,accel_full,101.25,0.63913728
3rd_test,accel_full,101.5833,0.63296002
3rd_test,accel_full,101.9167,0.65201973
3rd_test,accel_full,102.25,0.62518142
3rd_test,accel_full,102.5833,0.63817614
3rd_test,accel_full,102.9167,0.66828805
3rd_test,accel_full,103.25,0.64153707
3rd_test,accel_full,103.5833,0.63992201
3rd_test,accel_full,103.9167,0.64682159
3rd_test,accel_full,104.25,0.65602541
3rd_test,accel_full,104.5833,0.65268842
3rd_test,accel_full,104.9167,0.63932477
3rd_test,accel_full,105.25,0.64972547
3rd_test,accel_full,105.5833,0.64876363
3rd_test,accel_full,105.9167,0.65452676
3rd_test,accel_full,106.25,0.6337347
3rd_test,accel_full,106.5833,0.66911821
3rd_test,accel_full,106.9167,0.6261689
3rd_test,accel_full,107.25,0.64556169
3rd_test,accel_full,107.5833,0.65692805
3rd_test,accel_full,107.9167,0.63841469
3rd_test,accel_full,108.25,0.62842926
3rd_test,accel_full,108.5833,0.62688824
3rd_test,accel_full,108.9167,0.63379654
3rd_test,accel_full,109.25,0.65827676
3rd_test,accel_full,109.5833,0.65160995
3rd_test,accel_full,109.9167,0.6501461
3rd_test,accel_full,110.25,0.64570585
3rd_test,accel_full,110.5833,0.64005558
3rd_test,accel_full,110.9167,0.63406392
3rd_test,accel_full,111.25,0.65313925
3rd_test,accel_full,111.5833,0.63601968
3rd_test,accel_full,111.9167,0.63049175
3rd_test,accel_full,112.25,0.64160279
3rd_test,accel_full,112.5833,0.65495053
3rd_test,accel_full,112.9167,0.64709962
3rd_test,accel_full,113.25,0.63258647
3rd_test,accel_full,113.5833,0.66470234
3rd_test,accel_full,113.9167,0.66109435
3rd_test,accel_full,114.25,0.62603337
3rd_test,accel_full,114.5833,0.65543657
3rd_test,accel_full,114.9167,0.63907451
3rd_test,accel_full,115.25,0.62838482
3rd_test,accel_full,115.5833,0.63114594
3rd_test,accel_full,115.9167,0.6424625
3rd_test,accel_full,116.25,0.62720112
3rd_test,accel_full,116.5833,0.66271961
3rd_test,accel_full,116.9167,0.64216268
3rd_test,accel_full,117.25,0.62501262
3rd_test,accel_full,117.5833,0.64872141
3rd_test,accel_full,117.9167,0.6319627
3rd_test,accel_full,118.25,0.66060967
3rd_test,accel_full,118.5833,0.64123377
3rd_test,accel_full,118.9167,0.63419322
3rd_test,accel_full,119.25,0.65705513
3rd_test,accel_full,119.5833,0.66774307
3rd_test,accel_full,119.9167,0.66326071
3rd_test,accel_full,120.25,0.64147042
3rd_test,accel_full,120.5833,0.65635222
3rd_test,accel_full,120.9167,0.64824635
3rd_test,accel_full,121.25,0.64351288
3rd_test,accel_full,121.5833,0.65379958
3rd_test,accel_full,121.9167,0.65907853
3rd_test,accel_full,122.25,0.66200141
3rd_test,accel_full,122.5833,0.67681046
3rd_test,accel_full,122.9167,0.64784946
3rd_test,accel_full,123.25,0.64946938
3rd_test,accel_full,123.5833,0.64395541
3rd_test,accel_full,123.9167,0.64107934
3rd_test,accel_full,124.25,0.64490408
3rd_test,accel_full,124.5833,0.66481979
3rd_test,accel_full,124.9167,0.63817259
3rd_test,accel_full,125.25,0.63850652
3rd_test,accel_full,125.5833,0.64600392
3rd_test,accel_full,125.9167,0.68745785
3rd_test,accel_full,126.25,0.6731209
3rd_test,accel_full,126.5833,0.64091473
3rd_test,accel_full,126.9167,0.65109044
3rd_test,accel_full,127.25,0.65627626
3rd_test,accel_full,127.5833,0.63604556
3rd_test,accel_full,127.9167,0.64212424
3rd_test,accel_full,128.25,0.67090439
3rd_test,accel_full,128.5833,0.66365783
3rd_test,accel_full,128.9167,0.66405679
3rd_test,accel_full,129.25,0.64228143
3rd_test,accel_full,129.5833,0.62510895
3rd_test,accel_full,129.9167,0.63463274
3rd_test,accel_full,130.25,0.67781143
3rd_test,accel_full,130.5833,0.65533838
3rd_test,accel_full,130.9167,0.64246812
3rd_test,accel_full,131.25,0.63138933
3rd_test,accel_full,131.5833,0.6446844
3rd_test,accel_full,131.9167,0.6437755
3rd_test,accel_full,132.25,0.64477345
3rd_test,accel_full,132.5833,0.66337879
3rd_test,accel_full,132.9167,0.64962661
3rd_test,accel_full,133.25,0.6402503
3rd_test,accel_full,133.5833,0.67789495
3rd_test,accel_full,133.9167,0.6476864
3rd_test,accel_full,134.25,0.63549202
3rd_test,accel_full,134.5833,0.64682331
3rd_test,accel_full,134.9167,0.63836967
3rd_test,accel_full,135.25,0.65527186
3rd_test,accel_full,135.5833,0.63181656
3rd_test,accel_full,135.9167,0.65423664
3rd_test,accel_full,136.25,0.67832209
3rd_test,accel_full,136.5833,0.63959191
3rd_test,accel_full,136.9167,0.65446037
3rd_test,accel_full,137.25,0.66940631
3rd_test,accel_full,137.5833,0.63981874
3rd_test,accel_full,137.9167,0.62698204
3rd_test,accel_full,138.25,0.6361179
3rd_test,accel_full,138.5833,0.6432314
3rd_test,accel_full,138.9167,0.64549864
3rd_test,accel_full,139.25,0.66031801
3rd_test,accel_full,139.5833,0.64411113
3rd_test,accel_full,139.9167,0.64171124
3rd_test,accel_full,140.25,0.64695838
3rd_test,accel_full,140.5833,0.62875056
3rd_test,accel_full,140.9167,0.6562819
3rd_test,accel_full,141.25,0.64446951
3rd_test,accel_full,141.5833,0.63967261
3rd_test,accel_full,141.9167,0.65616321
3rd_test,accel_full,142.25,0.63302715
3rd_test,accel_full,142.5833,0.65291703
3rd_test,accel_full,142.9167,0.6437331
3rd_test,accel_full,143.25,0.64058267
3rd_test,accel_full,143.5833,0.63748023
3rd_test,accel_full,143.9167,0.65368779
3rd_test,accel_full,144.25,0.686834
3rd_test,accel_full,144.5833,0.6700014
3rd_test,accel_full,144.9167,0.63661506
3rd_test,accel_full,145.25,0.66120683
3rd_test,accel_full,145.5833,0.65299714
3rd_test,accel_full,145.9167,0.65771762
3rd_test,accel_full,146.25,0.63886947
3rd_test,accel_full,146.5833,0.65074896
3rd_test,accel_full,146.9167,0.62749905
3rd_test,accel_full,147.25,0.64532653
3rd_test,accel_full,147.5833,0.63229249
3rd_test,accel_full,147.9167,0.66369919
3rd_test,accel_full,148.25,0.6492271
3rd_test,accel_full,148.5833,0.66718439
3rd_test,accel_full,148.9167,0.64764214
3rd_test,accel_full,149.25,0.65060182
3rd_test,accel_full,149.5833,0.63657449
3rd_test,accel_full,149.9167,0.63783081
3rd_test,accel_full,150.25,0.66659601
3rd_test,accel_full,150.5833,0.64547647
3rd_test,accel_full,150.9167,0.66420915
3rd_test,accel_full,151.25,0.66181886
3rd_test,accel_full,151.5833,0.66988814
3rd_test,accel_full,151.9167,0.63486717
3rd_test,accel_full,152.25,0.65575863
3rd_test,accel_full,152.5833,0.65070665
3rd_test,accel_full,152.9167,0.63539268
3rd_test,accel_full,153.25,0.63913096
3rd_test,accel_full,153.5833,0.67338059
3rd_test,accel_full,153.9167,0.63169012
3rd_test,accel_full,154.25,0.66918776
3rd_test,accel_full,154.5833,0.65165527
3rd_test,accel_full,154.9167,0.65301644
3rd_test,accel_full,155.25,0.64368125
3rd_test,accel_full,155.5833,0.65315975
3rd_test,accel_full,155.9167,0.62165521
3rd_test,accel_full,156.25,0.67261399
3rd_test,accel_full,156.5833,0.67038738
3rd_test,accel_full,156.9167,0.64028599
3rd_test,accel_full,157.25,0.64364901
3rd_test,accel_full,157.5833,0.64620426
3rd_test,accel_full,157.9167,0.6371702
3rd_test,accel_full,158.25,0.65333752
3rd_test,accel_full,158.5833,0.64418514
3rd_test,accel_full,158.9167,0.6671333
3rd_test,accel_full,159.25,0.64068201
3rd_test,accel_full,159.5833,0.63126506
3rd_test,accel_full,159.9167,0.64396359
3rd_test,accel_full,160.25,0.65192788
3rd_test,accel_full,160.5833,0.63647746
3rd_test,accel_full,160.9167,0.64989514
3rd_test,accel_full,161.25,0.65769202
3rd_test,accel_full,161.5833,0.66330571
3rd_test,accel_full,161.9167,0.64141499
3rd_test,accel_full,162.25,0.64727977
3rd_test,accel_full,162.5833,0.65003807
3rd_test,accel_full,162.9167,0.65597642
3rd_test,accel_full,163.25,0.63820536
3rd_test,accel_full,163.5833,0.64090327
3rd_test,accel_full,163.9167,0.62763425
3rd_test,accel_full,164.25,0.64533679
3rd_test,accel_full,164.5833,0.63445093
3rd_test,accel_full,164.9167,0.64775126
3rd_test,accel_full,165.25,0.64479901
3rd_test,accel_full,165.5833,0.65690528
3rd_test,accel_full,165.9167,0.6277409
3rd_test,accel_full,166.25,0.63541521
3rd_test,accel_full,166.5833,0.62953723
3rd_test,accel_full,166.9167,0.67528028
3rd_test,accel_full,167.25,0.63600779
3rd_test,accel_full,167.5833,0.64454743
3rd_test,accel_full,167.9167,0.66715518
3rd_test,accel_full,168.25,0.64626335
3rd_test,accel_full,168.5833,0.65589572
3rd_test,accel_full,168.9167,0.64313535
3rd_test,accel_full,169.25,0.63377721
3rd_test,accel_full,169.5833,0.64631653
3rd_test,accel_full,169.9167,0.64328284
3rd_test,accel_full,170.25,0.64506231
3rd_test,accel_full,170.5833,0.66589419
3rd_test,accel_full,170.9167,0.62878264
3rd_test,accel_full,171.25,0.64690918
3rd_test,accel_full,171.5833,0.62809817
3rd_test,accel_full,171.9167,0.64162833
3rd_test,accel_full,172.25,0.66938113
3rd_test,accel_full,172.5833,0.63256467
3rd_test,accel_full,172.9167,0.64742363
3rd_test,accel_full,173.25,0.64099181
3rd_test,accel_full,173.5833,0.65245693
3rd_test,accel_full,173.9167,0.6343815
3rd_test,accel_full,174.25,0.63700393
3rd_test,accel_full,174.5833,0.64097955
3rd_test,accel_full,174.9167,0.63242521
3rd_test,accel_full,175.25,0.63010756
3rd_test,accel_full,175.5833,0.65622559
3rd_test,accel_full,175.9167,0.63085964
3rd_test,accel_full,176.25,0.63958164
3rd_test,accel_full,176.5833,0.66966326
3rd_test,accel_full,176.9167,0.64330558
3rd_test,accel_full,177.25,0.64881525
3rd_test,accel_full,177.5833,0.66093405
3rd_test,accel_full,177.9167,0.64575432
3rd_test,accel_full,178.25,0.66917234
3rd_test,accel_full,178.5833,0.63567094
3rd_test,accel_full,178.9167,0.65948067
3rd_test,accel_full,179.25,0.64896242
3rd_test,accel_full,179.5833,0.64695355
3rd_test,accel_full,179.9167,0.64426883
3rd_test,accel_full,180.25,0.63314347
3rd_test,accel_full,180.5833,0.62711676
3rd_test,accel_full,180.9167,0.62395487
3rd_test,accel_full,181.25,0.63892896
3rd_test,accel_full,181.5833,0.62623038
3rd_test,accel_full,181.9167,0.63319888
3rd_test,accel_full,182.25,0.63317922
3rd_test,accel_full,182.5833,0.65256334
3rd_test,accel_full,182.9167,0.64383231
3rd_test,accel_full,183.25,0.64398721
3rd_test,accel_full,183.5833,0.65934533
3rd_test,accel_full,183.9167,0.66042113
3rd_test,accel_full,184.25,0.65627787
3rd_test,accel_full,184.5833,0.64000002
3rd_test,accel_full,184.9167,0.65090351
3rd_test,accel_full,185.25,0.65490699
3rd_test,accel_full,185.5833,0.63533906
3rd_test,accel_full,185.9167,0.6592268
3rd_test,accel_full,186.25,0.63470091
3rd_test,accel_full,186.5833,0.65390577
3rd_test,accel_full,186.9167,0.63090362
3rd_test,accel_full,187.25,0.64834951
3rd_test,accel_full,187.5833,0.65856342
3rd_test,accel_full,187.9167,0.64517704
3rd_test,accel_full,188.25,0.63433888
3rd_test,accel_full,188.5833,0.64278853
3rd_test,accel_full,188.9167,0.64467344
3rd_test,accel_full,189.25,0.64184001
3rd_test,accel_full,189.5833,0.64361028
3rd_test,accel_full,189.9167,0.66754466
3rd_test,accel_full,190.25,0.64228319
3rd_test,accel_full,190.5833,0.63150484
3rd_test,accel_full,190.9167,0.63534921
3rd_test,accel_full,191.25,0.62966098
3rd_test,accel_full,191.5833,0.64147339
3rd_test,accel_full,191.9167,0.64064054
3rd_test,accel_full,192.25,0.64599926
3rd_test,accel_full,192.5833,0.64230436
3rd_test,accel_full,192.9167,0.65228656
3rd_test,accel_full,193.25,0.65389
3rd_test,accel_full,193.5833,0.65159399
3rd_test,accel_full,193.9167,0.63875131
3rd_test,accel_full,194.25,0.6676798
3rd_test,accel_full,194.5833,0.6174932
3rd_test,accel_full,194.9167,0.63002776
3rd_test,accel_full,195.25,0.65710182
3rd_test,accel_full,195.5833,0.68012068
3rd_test,accel_full,195.9167,0.64503876
3rd_test,accel_full,196.25,0.62927578
3rd_test,accel_full,196.5833,0.6336147
3rd_test,accel_full,196.9167,0.65627989
3rd_test,accel_full,197.25,0.63185556
3rd_test,accel_full,197.5833,0.62711942
3rd_test,accel_full,197.9167,0.63705273
3rd_test,accel_full,198.25,0.67371686
3rd_test,accel_full,198.5833,0.64755516
3rd_test,accel_full,198.9167,0.63580985
3rd_test,accel_full,199.25,0.62835168
3rd_test,accel_full,199.5833,0.62697588
3rd_test,accel_full,199.9167,0.62361464
3rd_test,accel_full,200.25,0.6239371
3rd_test,accel_full,200.5833,0.64725634
3rd_test,accel_full,200.9167,0.66579537
3rd_test,accel_full,201.25,0.632553
3rd_test,accel_full,201.5833,0.64284927
3rd_test,accel_full,201.9167,0.65523135
3rd_test,accel_full,202.25,0.64318774
3rd_test,accel_full,202.5833,0.67352141
3rd_test,accel_full,202.9167,0.66697491
3rd_test,accel_full,203.25,0.63142118
3rd_test,accel_full,203.5833,0.64014052
3rd_test,accel_full,203.9167,0.65650083
3rd_test,accel_full,204.25,0.63883917
3rd_test,accel_full,204.5833,0.64158742
3rd_test,accel_full,204.9167,0.63922382
3rd_test,accel_full,205.25,0.62661518
3rd_test,accel_full,205.5833,0.66168969
3rd_test,accel_full,205.9167,0.64730553
3rd_test,accel_full,206.25,0.61973916
3rd_test,accel_full,206.5833,0.64188217
3rd_test,accel_full,206.9167,0.63961706
3rd_test,accel_full,207.25,0.66751719
3rd_test,accel_full,207.5833,0.64170896
3rd_test,accel_full,207.9167,0.63277942
3rd_test,accel_full,208.25,0.6529999
3rd_test,accel_full,208.5833,0.62490187
3rd_test,accel_full,208.9167,0.64008804
3rd_test,accel_full,209.25,0.65785733
3rd_test,accel_full,209.5833,0.63090137
3rd_test,accel_full,209.9167,0.65473092
3rd_test,accel_full,210.25,0.63514184
3rd_test,accel_full,210.5833,0.63361903
3rd_test,accel_full,210.9167,0.64472896
3rd_test,accel_full,211.25,0.65018427
3rd_test,accel_full,211.5833,0.64938664
3rd_test,accel_full,211.9167,0.64213276
3rd_test,accel_full,212.25,0.64653514
3rd_test,accel_full,212.5833,0.62705027
3rd_test,accel_full,212.9167,0.66177261
3rd_test,accel_full,213.25,0.63400798
3rd_test,accel_full,213.5833,0.65503768
3rd_test,accel_full,213.9167,0.6353008
3rd_test,accel_full,214.25,0.63412765
3rd_test,accel_full,214.5833,0.64187405
3rd_test,accel_full,214.9167,0.64240807
3rd_test,accel_full,215.25,0.63823359
3rd_test,accel_full,215.5833,0.62832239
3rd_test,accel_full,215.9167,0.63716185
3rd_test,accel_full,216.25,0.65964848
3rd_test,accel_full,216.5833,0.63706284
3rd_test,accel_full,216.9167,0.65948549
3rd_test,accel_full,217.25,0.62665631
3rd_test,accel_full,217.5833,0.62747072
3rd_test,accel_full,217.9167,0.65745201
3rd_test,accel_full,218.25,0.63548699
3rd_test,accel_full,218.5833,0.62830854
3rd_test,accel_full,218.9167,0.65620113
3rd_test,accel_full,219.25,0.65214692
3rd_test,accel_full,219.5833,0.66327063
3rd_test,accel_full,219.9167,0.65549946
3rd_test,accel_full,220.25,0.66171448
3rd_test,accel_full,220.5833,0.62876703
3rd_test,accel_full,220.9167,0.6480413
3rd_test,accel_full,221.25,0.62386186
3rd_test,accel_full,221.5833,0.65050068
3rd_test,accel_full,221.9167,0.64554092
3rd_test,accel_full,222.25,0.67359432
3rd_test,accel_full,222.5833,0.63929254
3rd_test,accel_full,222.9167,0.6396708
3rd_test,accel_full,223.25,0.65783967
3rd_test,accel_full,223.5833,0.66358734
3rd_test,accel_full,223.9167,0.63463896
3rd_test,accel_full,224.25,0.63493957
3rd_test,accel_full,224.5833,0.64075191
3rd_test,accel_full,224.9167,0.65599334
3rd_test,accel_full,225.25,0.66187904
3rd_test,accel_full,225.5833,0.65143978
3rd_test,accel_full,225.9167,0.63141471
3rd_test,accel_full,226.25,0.64797567
3rd_test,accel_full,226.5833,0.62913535
3rd_test,accel_full,226.9167,0.62474028
3rd_test,accel_full,227.25,0.63114036
3rd_test,accel_full,227.5833,0.63283519
3rd_test,accel_full,227.9167,0.64121846
3rd_test,accel_full,228.25,0.65730635
3rd_test,accel_full,228.5833,0.65351849
3rd_test,accel_full,228.9167,0.65926301
3rd_test,accel_full,229.25,0.63934853
3rd_test,accel_full,229.5833,0.64935516
3rd_test,accel_full,229.9167,0.64681303
3rd_test,accel_full,230.25,0.63974963
3rd_test,accel_full,230.5833,0.66236076
3rd_test,accel_full,230.9167,0.64573066
3rd_test,accel_full,231.25,0.63762109
3rd_test,accel_full,231.5833,0.64645605
3rd_test,accel_full,231.9167,0.65037618
3rd_test,accel_full,232.25,0.63415454
3rd_test,accel_full,232.5833,0.63169744
3rd_test,accel_full,232.9167,0.6529703
3rd_test,accel_full,233.25,0.65084948
3rd_test,accel_full,233.5833,0.63467453
3rd_test,accel_full,233.9167,0.63880584
3rd_test,accel_full,234.25,0.63238457
3rd_test,accel_full,234.5833,0.63291977
3rd_test,accel_full,234.9167,0.66416879
3rd_test,accel_full,235.25,0.63857117
3rd_test,accel_full,235.5833,0.65048501
3rd_test,accel_full,235.9167,0.6421256
3rd_test,accel_full,236.25,0.65880703
3rd_test,accel_full,236.5833,0.66081628
3rd_test,accel_full,236.9167,0.64410666
3rd_test,accel_full,237.25,0.63673043
3rd_test,accel_full,237.5833,0.62568465
3rd_test,accel_full,237.9167,0.66893789
3rd_test,accel_full,238.25,0.62343682
3rd_test,accel_full,238.5833,0.62730004
3rd_test,accel_full,238.9167,0.66370984
3rd_test,accel_full,239.25,0.65893433
3rd_test,accel_full,239.5833,0.63471697
3rd_test,accel_full,239.9167,0.64219579
3rd_test,accel_full,240.25,0.6476881
3rd_test,accel_full,240.5833,0.65786915
3rd_test,accel_full,240.9167,0.63644804
3rd_test,accel_full,241.25,0.63009148
3rd_test,accel_full,241.5833,0.64516705
3rd_test,accel_full,241.9167,0.65773658
3rd_test,accel_full,242.25,0.64270055
3rd_test,accel_full,242.5833,0.64702373
3rd_test,accel_full,242.9167,0.66425207
3rd_test,accel_full,243.25,0.64081728
3rd_test,accel_full,243.5833,0.66172789
3rd_test,accel_full,243.9167,0.63724681
3rd_test,accel_full,244.25,0.65038078
3rd_test,accel_full,244.5833,0.63453296
3rd_test,accel_full,244.9167,0.64417709
