test,condition,featureset,hours,score,threshold
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,60.5,1.432171,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,60.6667,2.461389,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,60.8333,2.537215,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,61.0,2.750291,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,61.1667,2.398237,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,61.3333,4.101386,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,61.5,3.056261,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,61.6667,3.728554,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,61.8333,2.240112,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,62.0,1.468868,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,62.1667,2.621816,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,62.3333,1.445471,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,62.5,2.792284,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,62.6667,2.871145,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,62.8333,1.496162,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,63.0,2.931007,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,63.1667,2.530859,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,63.3333,2.51414,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,63.5,2.872834,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,63.6667,1.982017,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,63.8333,3.53239,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,64.0,2.446772,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,64.1667,2.740308,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,64.3333,2.569688,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,64.5,1.871097,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,64.6667,4.589997,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,64.8333,2.220363,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,65.0,3.230513,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,65.1667,2.392615,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,65.3333,1.931251,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,65.5,3.176146,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,65.6667,2.673748,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,65.8333,1.47773,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,66.0,4.345521,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,66.1667,1.823516,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,66.3333,2.159524,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,66.5,3.562745,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,66.6667,1.61903,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,66.8333,2.811599,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,67.0,2.404797,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,67.1667,3.76877,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,67.3333,2.137008,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,67.5,2.291065,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,67.6667,2.849712,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,67.8333,1.637693,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,68.0,2.037524,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,68.1667,2.438836,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,68.3333,1.814433,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,68.5,2.164627,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,68.6667,1.80344,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,68.8333,4.472901,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,69.0,4.334572,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,69.1667,2.554539,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,69.3333,2.543716,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,69.5,2.261364,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,69.6667,2.17275,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,69.8333,2.266413,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,70.0,2.008653,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,70.1667,1.655141,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,70.3333,1.504193,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,70.5,2.038504,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,70.6667,1.266071,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,70.8333,1.821889,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,71.0,3.432811,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,71.1667,3.281042,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,71.3333,3.975377,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,71.5,2.140191,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,71.6667,2.484897,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,71.8333,3.300037,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,72.0,2.000932,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,72.1667,3.102088,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,72.3333,1.886628,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,72.5,2.234673,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,72.6667,1.759527,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,72.8333,2.851364,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,73.0,2.267919,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,73.1667,2.449773,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,73.3333,3.331972,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,73.5,2.669312,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,73.6667,2.16838,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,73.8333,1.934606,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,74.0,1.539267,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,74.1667,2.062551,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,74.3333,1.57512,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,74.5,2.282342,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,74.6667,2.38991,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,74.8333,1.649694,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,75.0,1.821668,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,75.1667,4.062596,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,75.3333,2.374539,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,75.5,2.356644,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,75.6667,3.966534,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,75.8333,1.500789,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,76.0,2.896327,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,76.1667,2.8158,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,76.3333,1.889435,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,76.5,2.030986,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,76.6667,1.538576,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,76.8333,1.437974,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,77.0,3.386926,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,77.1667,2.122064,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,77.3333,2.609435,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,77.5,2.223184,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,77.6667,2.448768,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,77.8333,1.33031,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,78.0,2.287799,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,78.1667,2.310026,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,78.3333,2.138081,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,78.5,3.581349,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,78.6667,2.597137,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,78.8333,5.997071,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,79.0,3.068015,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,79.1667,1.363743,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,79.3333,3.277424,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,79.5,3.570568,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,79.6667,2.207845,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,79.8333,3.246286,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,80.0,2.226902,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,80.1667,2.237367,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,80.3333,2.721526,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,80.5,2.666954,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,80.6667,2.038669,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,80.8333,1.611454,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,81.0,2.286993,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,81.1667,2.508621,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,81.3333,2.513262,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,81.5,3.724621,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,81.6667,2.60478,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,81.8333,1.02186,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,82.0,1.868416,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,82.1667,3.349518,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,82.3333,1.876634,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,82.5,2.677611,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,82.6667,2.388592,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,82.8333,1.744914,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,83.0,2.991803,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,83.1667,2.600166,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,83.3333,2.473618,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,83.5,2.240926,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,83.6667,1.867575,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,83.8333,2.11632,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,84.0,1.870825,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,84.1667,1.987325,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,84.3333,4.600768,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,84.5,3.443545,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,84.6667,4.266601,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,84.8333,2.462392,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,85.0,3.688419,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,85.1667,2.86725,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,85.3333,2.388423,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,85.5,2.089111,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,85.6667,2.267666,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,85.8333,2.828202,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,86.0,2.379582,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,86.1667,2.667892,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,86.3333,3.349347,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,86.5,2.278185,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,86.6667,2.008818,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,86.8333,2.150238,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,87.0,2.371372,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,87.1667,1.980184,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,87.3333,1.307212,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,87.5,1.910236,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,87.6667,2.266441,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,87.8333,2.145454,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,88.0,2.097865,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,88.1667,1.687865,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,88.3333,2.206983,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,88.5,2.307613,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,88.6667,2.726642,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,88.8333,1.475867,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,89.0,3.853039,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,89.1667,1.577338,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,89.3333,1.964709,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,89.5,2.005021,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,89.6667,3.244349,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,89.8333,2.74668,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,90.0,2.832603,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,90.1667,3.47148,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,90.3333,2.188834,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,90.5,2.5965,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,90.6667,3.531516,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,90.8333,1.159723,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,91.0,2.031685,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,91.1667,2.50189,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,91.3333,0.964279,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,91.5,1.955348,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,91.6667,2.478599,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,91.8333,1.727927,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,92.0,1.30511,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,92.1667,3.087499,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,92.3333,2.801375,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,92.5,2.987435,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,92.6667,4.990208,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,92.8333,4.503344,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,93.0,2.592885,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,93.1667,2.701962,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,93.3333,2.170659,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,93.5,2.846192,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,93.6667,2.016159,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,93.8333,3.774821,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,94.0,2.277237,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,94.1667,1.886383,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,94.3333,2.465044,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,94.5,2.001858,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,94.6667,2.102147,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,94.8333,2.41971,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,95.0,3.178654,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,95.1667,1.553082,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,95.3333,2.205789,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,95.5,2.137299,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,95.6667,2.259866,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,95.8333,1.747811,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,96.0,1.8768,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,96.1667,2.472492,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,96.3333,2.93904,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,96.5,2.603846,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,96.6667,2.536802,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,96.8333,2.665439,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,97.0,2.737922,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,97.1667,2.468898,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,97.3333,2.488227,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,97.5,1.825703,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,97.6667,2.404544,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,97.8333,2.572055,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,98.0,2.755808,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,98.1667,3.343403,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,98.3333,2.64151,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,98.5,3.038968,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,98.6667,2.552217,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,98.8333,3.6456,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,99.0,2.571577,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,99.1667,3.979065,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,99.3333,2.197071,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,99.5,3.761019,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,99.6667,2.524093,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,99.8333,2.610968,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,100.0,2.406155,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,100.1667,1.063078,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,100.3333,1.881359,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,100.5,2.074064,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,100.6667,3.123949,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,100.8333,2.427897,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,101.0,2.009551,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,101.1667,2.124858,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,101.3333,1.657548,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,101.5,3.985667,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,101.6667,1.730232,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,101.8333,3.995031,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,102.0,2.641535,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,102.1667,1.83354,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,102.3333,1.851615,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,102.5,1.442419,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,102.6667,1.924544,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,102.8333,4.194507,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,103.0,2.490902,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,103.1667,1.57987,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,103.3333,2.053631,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,103.5,1.886943,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,103.6667,3.327692,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,103.8333,3.401268,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,104.0,2.93098,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,104.1667,2.103458,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,104.3333,1.953525,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,104.5,2.765465,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,104.6667,2.239123,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,104.8333,1.751525,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,105.0,2.796358,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,105.1667,2.402929,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,105.3333,3.359076,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,105.5,1.796689,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,105.6667,2.377073,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,105.8333,2.52152,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,106.0,2.529434,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,106.1667,2.924817,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,106.3333,4.065551,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,106.5,2.004059,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,106.6667,3.826721,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,106.8333,1.908589,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,107.0,1.811329,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,107.1667,1.476464,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,107.3333,1.570403,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,107.5,2.561769,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,107.6667,2.310637,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,107.8333,3.738638,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,108.0,2.094141,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,108.1667,1.96807,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,108.3333,3.024012,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,108.5,2.559572,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,108.6667,2.197248,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,108.8333,3.932724,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,109.0,1.751037,6.251959
2nd_test,disp_240Hz_boxcar,dimensionless_plus_amplitude,109.1667,1.940051,6.251959
